0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.56937e-09 9.05809e-09 8.99608e-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.04284e-08 0 0 0 0 0 6.50448e-09 3.08674e-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.39237e-08 0 3.62791e-07 0 8.2418e-08 1.36789e-08 0 0 0 0 0 0 1.67718e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.70156e-09 0 0 8.4167e-10 0 0 0 1.37226e-07 2.38447e-07 2.45682e-06 3.47795e-08 8.85335e-09 8.58392e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.23426e-07 1.57027e-07 0 9.8532e-07 8.84653e-06 9.61167e-06 3.67671e-05 1.46756e-06 0 2.04971e-07 4.37676e-08 1.95252e-07 8.99809e-07 3.58287e-09 7.9517e-09 0 8.63527e-10 3.08594e-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.92966e-09 5.24764e-09 0 6.1444e-07 0 3.00112e-07 4.41912e-06 1.26186e-05 2.4712e-06 3.40674e-06 1.17924e-05 0 1.87825e-06 2.44982e-05 5.99056e-05 9.6079e-08 9.82711e-07 5.4529e-07 1.3792e-06 1.34568e-07 2.83035e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 3.62565e-08 1.601e-07 4.75104e-08 2.05632e-06 7.48803e-06 3.20034e-07 3.56389e-07 5.88918e-07 2.72608e-05 1.00424e-05 0 5.3236e-06 1.84964e-05 0 8.88396e-08 3.29509e-05 0 1.71495e-05 2.03325e-06 6.7596e-06 1.71001e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.78864e-07 0 7.90826e-08 1.93413e-05 6.03623e-08 0.000371264 0.000277384 0.000234755 2.46107e-06 0.000270124 7.22737e-05 0 0.00044141 0.000516601 2.20071e-05 2.33488e-07 0.000205572 0.00020933 4.3159e-07 1.07851e-05 6.64672e-07 1.51636e-06 0 4.57782e-09 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1.69979e-08 2.00547e-06 3.2578e-06 1.03398e-05 0 0.00013077 6.60699e-05 0.000960103 0.00288692 0.00619515 0 0.00031157 0.00276642 0.00165996 0.00114706 0.00227544 0.00013206 0.000857574 1.97826e-05 4.2862e-07 1.42413e-07 2.12233e-07 2.25934e-08 0 5.62345e-08 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1.20455e-08 0 9.04218e-08 5.37781e-07 7.18722e-09 0 6.01369e-05 8.30844e-06 0.00306336 2.34117e-05 0.00542118 0.0041332 0.0105601 0.00201824 0.00560534 0.0105905 0 0.00174402 0.000953356 3.85289e-05 0.000230867 2.80681e-07 2.47303e-05 1.32633e-05 4.84256e-07 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 6.90101e-09 2.84597e-08 1.70415e-07 4.20082e-09 1.64222e-05 0.000200547 0.000220375 0.00208165 0.000252389 0.00249535 0.000196054 0.022356 0 0.0173203 0.0473406 0.0332683 0.0204766 0.000330803 0.0173758 0.00412611 0.00153202 0.00537224 3.6428e-05 0.000234676 0 2.10687e-06 2.89049e-05 3.50924e-07 0 0 0 0 0 0 0 0 0 0 0 0
