200.0	123.604128964
201.0	151.879726529
202.0	161.533907423
203.0	161.310473386
204.0	160.197502228
205.0	159.021873749
206.0	157.859793685
207.0	156.710813704
208.0	155.574387056
209.0	154.45132293
210.0	153.340429413
211.0	152.242122036
212.0	151.101890023
213.0	150.0281535
214.0	148.91308283
215.0	147.862943951
216.0	146.77245507
217.0	145.693765011
218.0	144.678246216
219.0	143.62306632
220.0	142.579225979
221.0	141.546911085
222.0	140.475492774
223.0	139.465397719
224.0	138.466849981
225.0	137.478734195
226.0	136.452094546
227.0	135.485061362
228.0	134.480554072
229.0	133.534461337
230.0	132.551211608
231.0	131.625064241
232.0	130.662022318
233.0	129.709609176
234.0	128.766501686
235.0	127.83431822
236.0	126.911276381
237.0	125.998119745
238.0	125.094257826
239.0	124.199920257
240.0	123.314888338
241.0	122.439052721
242.0	121.572304056
243.0	120.671066527
244.0	119.821912212
245.0	118.9815168
246.0	118.10779163
247.0	117.284760935
248.0	116.428247392
249.0	115.622275234
250.0	114.782765554
251.0	113.992824047
252.0	113.170012051
253.0	112.356013632
254.0	111.589811924
255.0	110.791800417
256.0	110.001662081
257.0	109.219123542
258.0	108.444589394
259.0	107.677775328
260.0	106.918495449
261.0	106.166782562
262.0	105.422275814
263.0	104.685018944
264.0	103.955394677
265.0	103.232659434
266.0	102.516594516
267.0	101.807746673
268.0	101.105755049
269.0	100.410400946
270.0	99.6863097679
271.0	99.004558755
272.0	98.3290625391
273.0	97.6601710391
274.0	96.9630126676
275.0	96.3070790951
276.0	95.6573456449
277.0	94.9797171118
278.0	94.3422198818
279.0	93.6771446828
280.0	93.0516977786
281.0	92.3990884339
282.0	91.7853747418
283.0	91.1448539953
284.0	90.5427040233
285.0	89.9139055539
286.0	89.2909190157
287.0	88.7056908943
288.0	88.0940767144
289.0	87.4885697097
290.0	86.9190441907
291.0	86.3242206419
292.0	85.7346513413
293.0	85.181331433
294.0	84.6024783931
295.0	84.029021756
296.0	83.4710216848
297.0	83.0370732668
298.0	83.3395725313
299.0	85.5520320427
300.0	89.8977600856
301.0	94.1557460098
302.0	96.2175217731
303.0	96.37673479
304.0	95.8409982972
305.0	95.1838618791
306.0	94.5198145663
307.0	93.8619455059
308.0	93.2104296572
309.0	92.5651248658
310.0	91.9261514162
311.0	91.2928586782
312.0	90.665509091
313.0	90.0443158863
314.0	89.4288854054
315.0	88.8191629736
316.0	88.2151868633
317.0	87.5853714427
318.0	86.9928879753
319.0	86.405702496
320.0	85.8241102487
321.0	85.2478378594
322.0	84.676223763
323.0	84.0807003768
324.0	83.520119655
325.0	82.9646455595
326.0	82.4144202449
327.0	81.8400177337
328.0	81.2998908546
329.0	80.7641379594
330.0	80.2335955726
331.0	79.6795922292
332.0	79.1586507373
333.0	78.6425260952
334.0	78.1113221434
335.0	77.5960722981
336.0	77.082544709
337.0	76.5737956974
338.0	76.0695737592
339.0	75.569851557
340.0	75.0742299649
341.0	74.5831026412
342.0	74.0965570658
343.0	73.6140136857
344.0	73.1334057935
345.0	72.6592385928
346.0	72.1869795425
347.0	71.7189468543
348.0	71.2571142883
349.0	70.7970914583
350.0	70.3409122666
351.0	69.8887407378
352.0	69.4378376643
353.0	68.9936322538
354.0	68.5529533679
355.0	68.1139420634
356.0	67.680753625
357.0	67.2490960811
358.0	66.8233707529
359.0	66.3989357499
360.0	65.9782678407
361.0	65.5610499114
362.0	65.1473092993
363.0	64.7372373663
364.0	64.3305607383
365.0	63.9273176878
366.0	63.5249056942
367.0	63.1286774205
368.0	62.7330997768
369.0	62.3431481701
370.0	61.9542955269
371.0	61.5707846116
372.0	61.1886077614
373.0	60.8092411959
374.0	60.4331824558
375.0	60.0600925573
376.0	59.6902120696
377.0	59.3232348137
378.0	58.9592537368
379.0	58.5985586155
380.0	58.2384485144
381.0	57.8836145316
382.0	57.5293655691
383.0	57.180201363
384.0	56.8316713846
385.0	56.4881058779
386.0	56.1452292738
387.0	55.805398056
388.0	55.4681420213
389.0	55.1335213119
390.0	54.8035752979
391.0	54.4743947311
392.0	54.1457171724
393.0	53.8218783336
394.0	53.500959129
395.0	53.1873663476
396.0	52.9023138117
397.0	52.718338578
398.0	52.7881473623
399.0	53.2407398871
400.0	54.0030651524
